Pays,Lat,Long,Date,Infections,Deces,Guerisons,TauxDeces,TauxGuerison,TauxInfection
Slovénie,45.813311,14.480836,2020-03-20,341,1,0,0.29,0.00,99.71
Slovénie,45.813311,14.480836,2020-03-19,286,1,0,0.35,0.00,99.65
Slovénie,45.813311,14.480836,2020-03-18,275,1,0,0.36,0.00,99.64
Slovénie,45.813311,14.480836,2020-03-17,275,1,0,0.36,0.00,99.64
Slovénie,45.813311,14.480836,2020-03-16,253,1,0,0.40,0.00,99.60
Slovénie,45.813311,14.480836,2020-03-15,219,1,0,0.46,0.00,99.54
Slovénie,45.813311,14.480836,2020-03-14,181,1,0,0.55,0.00,99.45
Slovénie,45.813311,14.480836,2020-03-13,141,0,0,0.00,0.00,100.00
Slovénie,45.813311,14.480836,2020-03-12,89,0,0,0.00,0.00,100.00
Slovénie,45.813311,14.480836,2020-03-11,57,0,0,0.00,0.00,100.00
Slovénie,45.813311,14.480836,2020-03-10,31,0,0,0.00,0.00,100.00
Slovénie,45.813311,14.480836,2020-03-09,16,0,0,0.00,0.00,100.00
Slovénie,45.813311,14.480836,2020-03-08,16,0,0,0.00,0.00,100.00
Slovénie,45.813311,14.480836,2020-03-07,7,0,0,0.00,0.00,100.00
Slovénie,45.813311,14.480836,2020-03-06,7,0,0,0.00,0.00,100.00
Slovénie,45.813311,14.480836,2020-03-05,2,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-04-28,19621,2355,1005,12.00,5.12,82.88
Suède,59.674971,14.520858,2020-04-27,18926,2274,1005,12.02,5.31,82.67
Suède,59.674971,14.520858,2020-04-26,18640,2194,1005,11.77,5.39,82.84
Suède,59.674971,14.520858,2020-04-25,18177,2192,1005,12.06,5.53,82.41
Suède,59.674971,14.520858,2020-04-24,17567,2152,1005,12.25,5.72,82.03
Suède,59.674971,14.520858,2020-04-23,16755,2021,550,12.06,3.28,84.66
Suède,59.674971,14.520858,2020-04-22,16004,1937,550,12.10,3.44,84.46
Suède,59.674971,14.520858,2020-04-21,15322,1765,550,11.52,3.59,84.89
Suède,59.674971,14.520858,2020-04-20,14777,1580,550,10.69,3.72,85.59
Suède,59.674971,14.520858,2020-04-19,14385,1540,550,10.71,3.82,85.47
Suède,59.674971,14.520858,2020-04-18,13822,1511,550,10.93,3.98,85.09
Suède,59.674971,14.520858,2020-04-17,13216,1400,550,10.59,4.16,85.25
Suède,59.674971,14.520858,2020-04-16,12540,1333,550,10.63,4.39,84.98
Suède,59.674971,14.520858,2020-04-15,11927,1203,381,10.09,3.19,86.72
Suède,59.674971,14.520858,2020-04-14,11445,1033,381,9.03,3.33,87.65
Suède,59.674971,14.520858,2020-04-13,10948,919,381,8.39,3.48,88.13
Suède,59.674971,14.520858,2020-04-12,10483,899,381,8.58,3.63,87.79
Suède,59.674971,14.520858,2020-04-11,10151,887,381,8.74,3.75,87.51
Suède,59.674971,14.520858,2020-04-10,9685,870,381,8.98,3.93,87.08
Suède,59.674971,14.520858,2020-04-09,9141,793,205,8.68,2.24,89.08
Suède,59.674971,14.520858,2020-04-08,8419,687,205,8.16,2.43,89.40
Suède,59.674971,14.520858,2020-04-07,7693,591,205,7.68,2.66,89.65
Suède,59.674971,14.520858,2020-04-06,7206,477,205,6.62,2.84,90.54
Suède,59.674971,14.520858,2020-04-05,6830,401,205,5.87,3.00,91.13
Suède,59.674971,14.520858,2020-04-04,6443,373,205,5.79,3.18,91.03
Suède,59.674971,14.520858,2020-04-03,6131,358,205,5.84,3.34,90.82
Suède,59.674971,14.520858,2020-04-02,5568,308,103,5.53,1.85,92.62
Suède,59.674971,14.520858,2020-04-01,4947,239,103,4.83,2.08,93.09
Suède,59.674971,14.520858,2020-03-31,4435,180,16,4.06,0.36,95.58
Suède,59.674971,14.520858,2020-03-30,4028,146,16,3.62,0.40,95.98
Suède,59.674971,14.520858,2020-03-29,3700,110,16,2.97,0.43,96.59
Suède,59.674971,14.520858,2020-03-28,3447,105,16,3.05,0.46,96.49
Suède,59.674971,14.520858,2020-03-27,3069,105,16,3.42,0.52,96.06
Suède,59.674971,14.520858,2020-03-26,2840,77,16,2.71,0.56,96.73
Suède,59.674971,14.520858,2020-03-25,2526,62,16,2.45,0.63,96.91
Suède,59.674971,14.520858,2020-03-24,2286,36,16,1.57,0.70,97.73
Suède,59.674971,14.520858,2020-03-23,2046,25,16,1.22,0.78,98.00
Suède,59.674971,14.520858,2020-03-22,1931,21,16,1.09,0.83,98.08
Suède,59.674971,14.520858,2020-03-21,1763,20,16,1.13,0.91,97.96
Suède,59.674971,14.520858,2020-03-20,1639,16,16,0.98,0.98,98.05
Suède,59.674971,14.520858,2020-03-19,1439,11,16,0.76,1.11,98.12
Suède,59.674971,14.520858,2020-03-18,1279,10,1,0.78,0.08,99.14
Suède,59.674971,14.520858,2020-03-17,1190,7,1,0.59,0.08,99.33
Suède,59.674971,14.520858,2020-03-16,1103,6,1,0.54,0.09,99.37
Suède,59.674971,14.520858,2020-03-15,1022,3,1,0.29,0.10,99.61
Suède,59.674971,14.520858,2020-03-14,961,2,1,0.21,0.10,99.69
Suède,59.674971,14.520858,2020-03-13,814,1,1,0.12,0.12,99.75
Suède,59.674971,14.520858,2020-03-12,599,1,1,0.17,0.17,99.67
Suède,59.674971,14.520858,2020-03-11,500,1,1,0.20,0.20,99.60
Suède,59.674971,14.520858,2020-03-10,355,0,1,0.00,0.28,99.72
Suède,59.674971,14.520858,2020-03-09,248,0,1,0.00,0.40,99.60
Suède,59.674971,14.520858,2020-03-08,203,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-03-07,161,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-03-06,101,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-03-05,94,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-03-04,35,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-03-03,21,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-03-02,15,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-03-01,14,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-29,12,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-28,7,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-27,7,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-26,2,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-25,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-24,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-23,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-22,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-21,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-20,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-19,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-18,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-17,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-16,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-15,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-14,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-13,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-12,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-11,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-10,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-09,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-08,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-07,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-06,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-05,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-04,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-03,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-02,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-02-01,1,0,0,0.00,0.00,100.00
Suède,59.674971,14.520858,2020-01-31,1,0,0,0.00,0.00,100.00
